review_id,product_sk_id,customer_id,rating_stars,review_text,sentiment_score,return_reason_tag,review_date
3242,52,22325,3,You get what you pay for.,0.0,,2020-02-20
706,1084,6368,5,"Fast shipping, product as described.",1.0,,2020-02-21
1112,774,45923,1,Customer service was unhelpful.,-1.0,Not as Described,2020-02-21
4762,274,19568,4,"Good product, but delivery was slow.",0.5,,2020-02-21
2757,79,45211,5,Absolutely love it!,1.0,,2020-02-21
1956,117,29002,4,Decent item for the price.,0.5,,2020-02-22
2200,172,5208,4,Satisfied with the purchase.,0.5,,2020-02-22
3758,806,43949,1,Terrible experience.,-1.0,Late Delivery,2020-02-22
2597,923,1082,1,Do not buy!,-1.0,Wrong Item,2020-02-22
3548,63,42157,5,Best purchase ever.,1.0,,2020-02-22
574,160,25483,5,Five stars!,1.0,,2020-02-22
1615,774,47291,5,Five stars!,1.0,,2020-02-23
1340,961,41336,3,Average quality.,0.0,,2020-02-23
4332,1109,45270,4,"Pretty good, does the job.",0.5,,2020-02-23
4690,472,36808,5,Will definitely buy again.,1.0,,2020-02-24
2351,718,12081,5,Excellent quality.,1.0,,2020-02-24
3971,958,12278,3,"Does the job, but nothing special.",0.0,,2020-02-24
2410,690,18659,5,Highly recommended.,1.0,,2020-02-24
811,500,31843,5,Highly recommended.,1.0,,2020-02-24
4024,602,22881,1,Do not buy!,-1.0,Not as Described,2020-02-25
4761,574,21185,5,Five stars!,1.0,,2020-02-26
1544,759,23573,1,Waste of money.,-1.0,Quality Issue,2020-02-26
470,988,8207,5,Great value for money.,1.0,,2020-02-27
4298,114,15470,1,Do not buy!,-1.0,Quality Issue,2020-02-27
4422,1080,5550,5,Will definitely buy again.,1.0,,2020-02-27
2090,236,30590,3,You get what you pay for.,0.0,,2020-02-27
1933,390,40053,3,Packaging was damaged.,0.0,,2020-02-27
233,893,17552,1,Complete scam.,-1.0,Damaged,2020-02-27
3323,412,21756,5,Excellent quality.,1.0,,2020-02-27
2573,210,31810,4,"Nice, but expected slightly better quality.",0.5,,2020-02-28
1762,80,2434,3,Mixed feelings.,0.0,,2020-02-28
1451,1035,4365,5,Excellent quality.,1.0,,2020-02-29
4297,1087,8545,1,Worst product I've bought.,-1.0,Damaged,2020-02-29
4419,23,38636,5,Will definitely buy again.,1.0,,2020-02-29
2634,1095,43564,5,Great value for money.,1.0,,2020-03-01
1990,479,31624,5,Absolutely love it!,1.0,,2020-03-01
959,967,10127,5,Will definitely buy again.,1.0,,2020-03-01
164,1234,25799,5,Highly recommended.,1.0,,2020-03-02
4444,48,45923,1,Do not buy!,-1.0,Wrong Item,2020-03-02
4848,1081,20534,1,Complete scam.,-1.0,Quality Issue,2020-03-02
1508,451,24627,5,Exceeded my expectations.,1.0,,2020-03-03
2283,345,37418,4,Decent item for the price.,0.5,,2020-03-03
4822,734,40800,1,Terrible experience.,-1.0,Quality Issue,2020-03-03
2807,270,33088,4,"Good product, but delivery was slow.",0.5,,2020-03-04
112,526,37856,5,Absolutely love it!,1.0,,2020-03-04
3423,103,45080,5,Will definitely buy again.,1.0,,2020-03-04
525,459,31320,5,Five stars!,1.0,,2020-03-04
3148,1237,35712,5,Exceeded my expectations.,1.0,,2020-03-04
2569,1088,3403,4,Decent item for the price.,0.5,,2020-03-05
1270,1129,21061,4,Good value.,0.5,,2020-03-05
3090,1018,43718,3,Packaging was damaged.,0.0,,2020-03-05
430,708,28156,5,Great value for money.,1.0,,2020-03-06
4753,445,41640,1,Customer service was unhelpful.,-1.0,Not as Described,2020-03-06
4755,518,46762,2,Not as advertised.,-0.5,Late Delivery,2020-03-06
3969,113,42098,3,Average quality.,0.0,,2020-03-06
4385,935,18013,5,Highly recommended.,1.0,,2020-03-06
2037,1129,25727,4,"Good product, but delivery was slow.",0.5,,2020-03-08
4118,734,35712,5,Will definitely buy again.,1.0,,2020-03-08
1977,1102,10784,4,Decent item for the price.,0.5,,2020-03-08
4526,503,14085,1,Customer service was unhelpful.,-1.0,Quality Issue,2020-03-08
1437,157,39963,4,"Good product, but delivery was slow.",0.5,,2020-03-09
2120,240,30590,5,Excellent quality.,1.0,,2020-03-09
3867,266,45026,5,Will definitely buy again.,1.0,,2020-03-09
2695,109,14741,3,"Does the job, but nothing special.",0.0,,2020-03-09
3203,1030,31893,5,"Fast shipping, product as described.",1.0,,2020-03-10
4264,24,16357,4,"Good product, but delivery was slow.",0.5,,2020-03-10
4399,589,42345,4,Satisfied with the purchase.,0.5,,2020-03-10
4401,910,8166,5,Highly recommended.,1.0,,2020-03-11
2454,849,13074,1,Customer service was unhelpful.,-1.0,Late Delivery,2020-03-12
3763,1070,8936,4,Satisfied with the purchase.,0.5,,2020-03-12
3733,300,7120,5,Great value for money.,1.0,,2020-03-12
3447,311,16347,4,"Pretty good, does the job.",0.5,,2020-03-12
3095,1100,44902,5,Will definitely buy again.,1.0,,2020-03-12
3706,739,17150,2,Below average.,-0.5,Not as Described,2020-03-12
946,732,20463,3,"It's okay, not great.",0.0,,2020-03-13
4650,607,34483,5,Works perfectly.,1.0,,2020-03-13
462,800,13052,1,Complete scam.,-1.0,Quality Issue,2020-03-14
4428,364,9189,4,"Good product, but delivery was slow.",0.5,,2020-03-14
841,655,13052,2,Disappointed.,-0.5,Wrong Item,2020-03-14
650,911,4770,4,"Good product, but delivery was slow.",0.5,,2020-03-14
2469,508,46036,5,Excellent quality.,1.0,,2020-03-15
2190,586,43704,5,Works perfectly.,1.0,,2020-03-15
2862,967,33326,4,Decent item for the price.,0.5,,2020-03-15
1336,517,27170,4,"Pretty good, does the job.",0.5,,2020-03-15
2842,845,8269,5,Will definitely buy again.,1.0,,2020-03-16
4812,116,46868,4,Decent item for the price.,0.5,,2020-03-16
193,477,12733,5,Works perfectly.,1.0,,2020-03-16
3405,2,16621,1,Waste of money.,-1.0,Wrong Item,2020-03-16
85,862,22051,2,Stopped working after a week.,-0.5,Not as Described,2020-03-17
4995,458,19326,5,"Fast shipping, product as described.",1.0,,2020-03-17
3248,1211,11105,5,Exceeded my expectations.,1.0,,2020-03-17
2262,451,3113,5,Best purchase ever.,1.0,,2020-03-18
2547,1078,46688,5,Exceeded my expectations.,1.0,,2020-03-18
2762,217,25016,5,Will definitely buy again.,1.0,,2020-03-18
558,361,35145,2,Would not recommend.,-0.5,Quality Issue,2020-03-19
1300,850,12733,5,Exceeded my expectations.,1.0,,2020-03-19
1236,348,46299,3,Mixed feelings.,0.0,,2020-03-19
2155,967,43319,4,Good value.,0.5,,2020-03-20
549,311,42844,4,"Nice, but expected slightly better quality.",0.5,,2020-03-20
2592,54,6797,5,Exceeded my expectations.,1.0,,2020-03-20
2558,1185,41896,2,Poor quality material.,-0.5,Quality Issue,2020-03-21
695,989,11969,4,Solid performance.,0.5,,2020-03-22
4124,911,34418,5,Great value for money.,1.0,,2020-03-22
719,1020,41648,5,Five stars!,1.0,,2020-03-22
4082,1234,38465,3,Average quality.,0.0,,2020-03-23
2555,274,12071,1,Terrible experience.,-1.0,Wrong Item,2020-03-23
935,188,47361,5,Will definitely buy again.,1.0,,2020-03-24
4038,1236,34632,4,Good value.,0.5,,2020-03-24
649,781,42436,5,Excellent quality.,1.0,,2020-03-24
265,1175,8383,5,Five stars!,1.0,,2020-03-24
2990,1075,38804,5,Excellent quality.,1.0,,2020-03-24
2714,1062,14355,5,Absolutely love it!,1.0,,2020-03-24
4854,1181,21282,5,Excellent quality.,1.0,,2020-03-24
4725,856,15157,5,Exceeded my expectations.,1.0,,2020-03-25
4208,938,44304,5,Exceeded my expectations.,1.0,,2020-03-25
4595,344,38044,5,Five stars!,1.0,,2020-03-25
2570,109,47529,5,"Fast shipping, product as described.",1.0,,2020-03-26
381,113,9535,5,Highly recommended.,1.0,,2020-03-26
1287,358,9748,5,"Fast shipping, product as described.",1.0,,2020-03-27
1148,504,27429,5,Will definitely buy again.,1.0,,2020-03-27
3489,1185,35703,5,Great value for money.,1.0,,2020-03-28
271,946,2973,5,Highly recommended.,1.0,,2020-03-28
3983,551,33492,5,"Fast shipping, product as described.",1.0,,2020-03-28
2403,823,38093,5,Absolutely love it!,1.0,,2020-03-29
3553,29,45484,5,Exceeded my expectations.,1.0,,2020-03-29
1738,301,10669,5,Absolutely love it!,1.0,,2020-03-29
2086,841,42462,1,Worst product I've bought.,-1.0,Not as Described,2020-03-29
2531,931,23669,5,Absolutely love it!,1.0,,2020-03-29
31,121,35881,4,"Nice, but expected slightly better quality.",0.5,,2020-03-30
1664,182,3581,5,Highly recommended.,1.0,,2020-03-31
2712,1182,38213,5,Highly recommended.,1.0,,2020-03-31
1069,760,47361,5,Will definitely buy again.,1.0,,2020-03-31
1954,1000,10562,5,Exceeded my expectations.,1.0,,2020-03-31
1396,348,16243,5,Exceeded my expectations.,1.0,,2020-03-31
1311,232,45882,3,Average quality.,0.0,,2020-04-02
3263,57,9234,5,Best purchase ever.,1.0,,2020-04-02
248,397,49037,4,Good value.,0.5,,2020-04-02
975,1050,48749,5,Will definitely buy again.,1.0,,2020-04-02
4542,316,14301,1,Complete scam.,-1.0,Wrong Item,2020-04-03
968,340,28269,5,Exceeded my expectations.,1.0,,2020-04-03
4591,1135,48318,5,Works perfectly.,1.0,,2020-04-03
4607,1192,42844,3,Average quality.,0.0,,2020-04-03
3367,329,31685,1,Complete scam.,-1.0,Not as Described,2020-04-03
4777,172,35185,4,Decent item for the price.,0.5,,2020-04-04
2593,720,36408,4,Solid performance.,0.5,,2020-04-04
1295,561,30542,5,Best purchase ever.,1.0,,2020-04-05
618,1013,29521,4,"Nice, but expected slightly better quality.",0.5,,2020-04-05
1418,328,42814,5,Will definitely buy again.,1.0,,2020-04-05
3426,519,15999,5,Five stars!,1.0,,2020-04-05
1681,171,32796,5,Great value for money.,1.0,,2020-04-06
387,272,18297,5,Great value for money.,1.0,,2020-04-06
4924,982,24336,5,Highly recommended.,1.0,,2020-04-06
2333,507,15842,4,Decent item for the price.,0.5,,2020-04-07
1987,835,15903,1,Customer service was unhelpful.,-1.0,Not as Described,2020-04-08
1538,1101,21231,4,Solid performance.,0.5,,2020-04-08
336,1103,21969,5,Highly recommended.,1.0,,2020-04-08
2325,105,38649,5,Exceeded my expectations.,1.0,,2020-04-09
3109,693,32968,5,Great value for money.,1.0,,2020-04-09
3133,988,21864,5,Five stars!,1.0,,2020-04-09
1031,524,15157,5,"Fast shipping, product as described.",1.0,,2020-04-09
2452,962,31422,5,Will definitely buy again.,1.0,,2020-04-09
903,262,38459,5,Five stars!,1.0,,2020-04-10
4492,400,46843,3,Packaging was damaged.,0.0,,2020-04-10
1602,774,35157,1,Complete scam.,-1.0,Late Delivery,2020-04-10
3761,892,13706,5,Five stars!,1.0,,2020-04-11
4454,55,46916,4,Good value.,0.5,,2020-04-11
3984,14,3009,5,"Fast shipping, product as described.",1.0,,2020-04-11
1918,894,16441,5,"Fast shipping, product as described.",1.0,,2020-04-11
2439,69,7218,5,Highly recommended.,1.0,,2020-04-12
2796,480,19309,5,Five stars!,1.0,,2020-04-12
1209,950,30473,3,Average quality.,0.0,,2020-04-12
2228,503,25209,1,Customer service was unhelpful.,-1.0,Not as Described,2020-04-12
636,209,19006,3,"Does the job, but nothing special.",0.0,,2020-04-12
2611,251,40222,5,Excellent quality.,1.0,,2020-04-12
4190,1225,25618,4,Good value.,0.5,,2020-04-13
2679,1067,35478,3,Average quality.,0.0,,2020-04-13
2564,781,1826,4,"Good product, but delivery was slow.",0.5,,2020-04-14
697,1040,33679,1,Waste of money.,-1.0,Quality Issue,2020-04-14
2294,838,21266,4,Decent item for the price.,0.5,,2020-04-14
1299,405,26739,5,Great value for money.,1.0,,2020-04-14
98,772,14907,5,Excellent quality.,1.0,,2020-04-15
2153,1201,1214,5,Highly recommended.,1.0,,2020-04-15
4075,95,44985,5,Best purchase ever.,1.0,,2020-04-15
4646,72,17710,5,Five stars!,1.0,,2020-04-15
3946,831,48355,5,Exceeded my expectations.,1.0,,2020-04-16
1276,213,45913,5,Exceeded my expectations.,1.0,,2020-04-16
3942,189,18457,5,Five stars!,1.0,,2020-04-16
2829,1147,5639,4,Good value.,0.5,,2020-04-17
1565,625,48723,5,Highly recommended.,1.0,,2020-04-17
3534,1195,23102,4,Solid performance.,0.5,,2020-04-18
1092,183,28624,4,"Pretty good, does the job.",0.5,,2020-04-18
2715,397,19999,5,Excellent quality.,1.0,,2020-04-18
2756,1070,19646,5,Absolutely love it!,1.0,,2020-04-18
3026,748,14972,5,Exceeded my expectations.,1.0,,2020-04-18
2241,709,7355,2,Disappointed.,-0.5,Damaged,2020-04-18
3981,500,9573,5,Great value for money.,1.0,,2020-04-18
1314,536,2434,5,Exceeded my expectations.,1.0,,2020-04-18
4236,1241,40210,5,Five stars!,1.0,,2020-04-19
1162,371,33998,5,Five stars!,1.0,,2020-04-19
1836,639,8642,5,Exceeded my expectations.,1.0,,2020-04-19
3171,181,35940,1,Complete scam.,-1.0,Quality Issue,2020-04-20
2274,631,15063,5,Exceeded my expectations.,1.0,,2020-04-20
817,311,48993,1,Arrived broken.,-1.0,Damaged,2020-04-20
2719,1,33420,5,Works perfectly.,1.0,,2020-04-20
3472,848,28992,5,Highly recommended.,1.0,,2020-04-20
3637,410,13471,5,Great value for money.,1.0,,2020-04-20
2360,693,38806,5,Five stars!,1.0,,2020-04-21
3554,997,38656,2,Disappointed.,-0.5,Quality Issue,2020-04-22
2468,1057,21095,3,You get what you pay for.,0.0,,2020-04-22
4491,1243,14124,2,Poor quality material.,-0.5,Quality Issue,2020-04-22
175,655,48903,5,Works perfectly.,1.0,,2020-04-23
3313,780,36980,5,"Fast shipping, product as described.",1.0,,2020-04-23
528,342,21266,5,Excellent quality.,1.0,,2020-04-23
1291,117,20605,3,Average quality.,0.0,,2020-04-23
1971,798,15903,5,Works perfectly.,1.0,,2020-04-23
94,1007,23434,1,Waste of money.,-1.0,Wrong Item,2020-04-24
4199,741,48693,2,Not as advertised.,-0.5,Not as Described,2020-04-24
2535,908,6347,5,"Fast shipping, product as described.",1.0,,2020-04-24
242,914,32796,5,"Fast shipping, product as described.",1.0,,2020-04-24
2359,202,6516,3,"Does the job, but nothing special.",0.0,,2020-04-24
987,740,4573,5,Best purchase ever.,1.0,,2020-04-25
2073,1085,10276,4,Solid performance.,0.5,,2020-04-25
985,61,37967,4,Good value.,0.5,,2020-04-25
809,721,35705,5,Works perfectly.,1.0,,2020-04-27
1744,991,47720,4,"Nice, but expected slightly better quality.",0.5,,2020-04-28
4460,1192,28019,5,Exceeded my expectations.,1.0,,2020-04-28
1357,526,46133,5,Will definitely buy again.,1.0,,2020-04-28
1404,1115,38000,5,Excellent quality.,1.0,,2020-04-28
3292,730,20887,2,Would not recommend.,-0.5,Quality Issue,2020-04-29
3945,262,6690,5,Great value for money.,1.0,,2020-04-29
4775,432,17086,5,Best purchase ever.,1.0,,2020-04-29
2183,523,23300,5,Will definitely buy again.,1.0,,2020-04-29
4257,433,3978,1,Complete scam.,-1.0,Late Delivery,2020-04-29
2491,667,17225,3,Packaging was damaged.,0.0,,2020-04-30
1646,1038,22184,5,"Fast shipping, product as described.",1.0,,2020-04-30
2130,477,2334,5,Absolutely love it!,1.0,,2020-04-30
2247,297,18482,4,"Good product, but delivery was slow.",0.5,,2020-04-30
498,1068,17329,5,Exceeded my expectations.,1.0,,2020-04-30
354,403,24578,5,Great value for money.,1.0,,2020-05-01
2355,1068,1842,4,"Nice, but expected slightly better quality.",0.5,,2020-05-01
3779,1050,43516,5,"Fast shipping, product as described.",1.0,,2020-05-01
2523,189,19480,5,Great value for money.,1.0,,2020-05-01
2227,862,1945,2,Disappointed.,-0.5,Quality Issue,2020-05-02
286,309,48195,1,Complete scam.,-1.0,Wrong Item,2020-05-02
2453,132,36554,5,Five stars!,1.0,,2020-05-02
1458,566,35017,5,Best purchase ever.,1.0,,2020-05-02
703,306,17663,3,Packaging was damaged.,0.0,,2020-05-02
3455,38,4959,1,Worst product I've bought.,-1.0,Late Delivery,2020-05-03
807,110,13974,4,Solid performance.,0.5,,2020-05-03
3643,1141,4259,5,Great value for money.,1.0,,2020-05-04
1740,574,8556,5,Five stars!,1.0,,2020-05-04
2253,27,43547,5,Highly recommended.,1.0,,2020-05-04
3399,270,40219,4,"Pretty good, does the job.",0.5,,2020-05-04
329,335,42484,5,Exceeded my expectations.,1.0,,2020-05-04
3116,503,4884,5,Will definitely buy again.,1.0,,2020-05-05
489,732,24129,5,Absolutely love it!,1.0,,2020-05-05
266,533,6347,1,Arrived broken.,-1.0,Quality Issue,2020-05-05
1912,274,25974,3,Average quality.,0.0,,2020-05-05
4868,812,1314,5,Exceeded my expectations.,1.0,,2020-05-05
3962,77,28043,5,Will definitely buy again.,1.0,,2020-05-06
1248,1227,45306,3,Average quality.,0.0,,2020-05-06
1109,1176,20946,4,"Nice, but expected slightly better quality.",0.5,,2020-05-06
4887,623,34860,5,Highly recommended.,1.0,,2020-05-06
2119,502,16348,4,"Pretty good, does the job.",0.5,,2020-05-06
4034,311,46727,1,Do not buy!,-1.0,Damaged,2020-05-07
2181,477,3421,1,Customer service was unhelpful.,-1.0,Late Delivery,2020-05-07
366,639,16743,4,Decent item for the price.,0.5,,2020-05-08
3077,83,39030,4,Solid performance.,0.5,,2020-05-08
1652,11,10609,5,Exceeded my expectations.,1.0,,2020-05-08
2702,1071,4916,5,Works perfectly.,1.0,,2020-05-09
1643,231,9590,4,"Pretty good, does the job.",0.5,,2020-05-09
1934,1221,22930,4,Decent item for the price.,0.5,,2020-05-09
3001,914,35773,4,Solid performance.,0.5,,2020-05-09
3120,163,47173,5,Highly recommended.,1.0,,2020-05-10
1979,492,37899,3,Average quality.,0.0,,2020-05-10
4263,33,47149,4,"Nice, but expected slightly better quality.",0.5,,2020-05-10
4004,271,11373,5,Highly recommended.,1.0,,2020-05-10
1094,527,25987,1,Terrible experience.,-1.0,Late Delivery,2020-05-10
4311,1080,30948,3,You get what you pay for.,0.0,,2020-05-11
73,115,29816,5,"Fast shipping, product as described.",1.0,,2020-05-11
716,829,29878,2,Would not recommend.,-0.5,Late Delivery,2020-05-12
3223,1020,31001,5,Exceeded my expectations.,1.0,,2020-05-12
4534,999,39030,4,Satisfied with the purchase.,0.5,,2020-05-12
204,825,45937,5,Five stars!,1.0,,2020-05-12
220,705,43584,4,Good value.,0.5,,2020-05-13
868,990,30312,5,Works perfectly.,1.0,,2020-05-14
4636,122,36104,5,Best purchase ever.,1.0,,2020-05-14
74,90,45040,5,Exceeded my expectations.,1.0,,2020-05-14
844,699,10180,3,Average quality.,0.0,,2020-05-14
3997,1120,47245,1,Customer service was unhelpful.,-1.0,Damaged,2020-05-14
2685,14,38420,2,Poor quality material.,-0.5,Not as Described,2020-05-14
4392,682,12674,5,Excellent quality.,1.0,,2020-05-15
1630,735,8688,4,Solid performance.,0.5,,2020-05-15
2087,661,48333,5,Best purchase ever.,1.0,,2020-05-15
750,262,23783,5,Great value for money.,1.0,,2020-05-16
2929,967,47621,3,Packaging was damaged.,0.0,,2020-05-16
1640,267,22690,5,Five stars!,1.0,,2020-05-16
757,735,31266,5,Best purchase ever.,1.0,,2020-05-17
2945,379,19653,5,Great value for money.,1.0,,2020-05-17
4357,405,13805,5,Great value for money.,1.0,,2020-05-17
1439,429,23241,5,Great value for money.,1.0,,2020-05-17
365,364,29090,1,Do not buy!,-1.0,Quality Issue,2020-05-18
