product_sk_id,sku_code,product_name_en,product_name_bn,brand_id,category_id,barcode_ean,uom,pack_size_value,pack_size_unit,mrp_bdt,vat_percentage,shelf_life_days,storage_type,is_perishable,is_private_label,launch_date,product_status
27,RIC-0027,Ispahani Rice Place 25kg Bag,বাংলা পণ্য - 27,10,2,1.46595E+12,25kg Bag,1,Unit,2476,15,507,Ambient,FALSE,FALSE,5/24/2022,Active
28,BAB-0028,BGB Baby Food Teach Tin,বাংলা পণ্য - 28,21,6,0596669423941,Tin,1,Unit,1041,15,299,Ambient,FALSE,TRUE,7/8/2023,Active
29,SKI-0029,Savlon Skin Care Current Jar,বাংলা পণ্য - 29,1,9,8.37543E+12,Jar,1,Unit,1478,15,270,Ambient,FALSE,FALSE,1/22/2023,Active
30,TEA-0030,Knorr Tea/Coffee Measure Jar,বাংলা পণ্য - 30,1,13,3.48503E+12,Jar,1,Unit,822,15,345,Ambient,FALSE,FALSE,12/6/2021,Active
31,LEN-0031,Wheel Lentils Parent 1kg Pack,বাংলা পণ্য - 31,14,4,3.16251E+12,1kg Pack,1,Unit,192,15,725,Ambient,FALSE,FALSE,8/17/2022,Active
32,DIA-0032,Knorr Diapers Police Jumbo Pack,বাংলা পণ্য - 32,18,5,2.44837E+12,Jumbo Pack,1,Unit,1795,15,234,Ambient,FALSE,FALSE,10/6/2023,Active
33,RIC-0033,Bashundhara Rice Effect 25kg Bag,বাংলা পণ্য - 33,9,2,8.89491E+12,25kg Bag,1,Unit,4011,15,120,Ambient,FALSE,FALSE,1/27/2022,Active
34,OIL-0034,Savlon Oil Media 5L Jar,বাংলা পণ্য - 34,9,1,4.78691E+12,5L Jar,1,Unit,1404,15,190,Ambient,TRUE,FALSE,7/16/2022,Active
35,BAB-0035,Rin Baby Food Huge Tin,বাংলা পণ্য - 35,13,6,9.65242E+12,Tin,1,Unit,1197,15,678,Ambient,FALSE,FALSE,8/6/2020,Active
36,OIL-0036,BGB Oil Affect 5L Jar,বাংলা পণ্য - 36,21,1,4.04107E+12,5L Jar,1,Unit,1083,15,147,Ambient,TRUE,TRUE,1/22/2021,Active
37,DET-0037,BGB Detergent Stop 3kg Bag,বাংলা পণ্য - 37,21,11,3.70266E+12,3kg Bag,1,Unit,817,15,476,Ambient,FALSE,TRUE,12/10/2020,Active
38,JUI-0038,Fresh Juices Such 1L Carton,বাংলা পণ্য - 38,13,14,5.50194E+12,1L Carton,1,Unit,180,15,347,Ambient,TRUE,FALSE,1/22/2023,Active
39,SOA-0039,Lifebuoy Soap Game Bundle Pack,বাংলা পণ্য - 39,9,10,8.45673E+12,Bundle Pack,1,Unit,206,15,502,Ambient,FALSE,FALSE,10/28/2022,Active
40,SPI-0040,Marks Spices Room 500g Jar,বাংলা পণ্য - 40,7,3,7.49318E+12,500g Jar,1,Unit,548,15,296,Ambient,FALSE,FALSE,10/14/2020,Active
41,SHA-0041,Ispahani Shampoo Yet Bottle,বাংলা পণ্য - 41,12,8,1.73734E+12,Bottle,1,Unit,818,15,657,Ambient,FALSE,FALSE,10/23/2022,Active
42,SKI-0042,ACI Skin Care Upon Jar,বাংলা পণ্য - 42,8,9,4.92622E+12,Jar,1,Unit,1393,15,205,Ambient,FALSE,FALSE,1/1/2020,Active
43,OIL-0043,BGB Oil Just 5L Jar,বাংলা পণ্য - 43,21,1,1.38655E+12,5L Jar,1,Unit,1406,15,133,Ambient,TRUE,TRUE,8/21/2023,Active
44,CLE-0044,Bashundhara Cleaning Bed Combo,বাংলা পণ্য - 44,2,12,4.35805E+12,Combo,1,Unit,301,15,561,Ambient,FALSE,FALSE,4/15/2021,Active
45,DET-0045,Maggi Detergent Group 3kg Bag,বাংলা পণ্য - 45,10,11,0153119596022,3kg Bag,1,Unit,772,15,278,Ambient,FALSE,FALSE,1/18/2022,Active
46,OIL-0046,Rupchanda Oil Into 5L Jar,বাংলা পণ্য - 46,16,1,9.3478E+12,5L Jar,1,Unit,1161,15,204,Ambient,TRUE,FALSE,8/2/2023,Active
47,WIP-0047,BGB Wipes Vote Pack,বাংলা পণ্য - 47,21,7,5.62575E+12,Pack,1,Unit,436,15,408,Ambient,FALSE,TRUE,9/5/2023,Active
48,BAB-0048,Savlon Baby Food Every Tin,বাংলা পণ্য - 48,13,6,0694861754181,Tin,1,Unit,2283,15,117,Ambient,FALSE,FALSE,9/4/2020,Active
49,CLE-0049,Nescafe Cleaning Moment Combo,বাংলা পণ্য - 49,20,12,7.11488E+12,Combo,1,Unit,556,15,676,Ambient,FALSE,FALSE,4/27/2020,Active
50,SOA-0050,Rupchanda Soap Out Bundle Pack,বাংলা পণ্য - 50,17,10,7.55708E+12,Bundle Pack,1,Unit,301,15,337,Ambient,FALSE,FALSE,10/10/2023,Active
51,JUI-0051,Bashundhara Juices Any 1L Carton,বাংলা পণ্য - 51,19,14,4.44144E+12,1L Carton,1,Unit,131,15,94,Ambient,TRUE,FALSE,5/13/2023,Active
52,DIA-0052,Pran Diapers Professional Jumbo Pack,বাংলা পণ্য - 52,9,5,0880501513786,Jumbo Pack,1,Unit,2349,15,508,Ambient,FALSE,FALSE,10/19/2022,Active
53,CLE-0053,Knorr Cleaning Just Combo,বাংলা পণ্য - 53,1,12,2.68497E+12,Combo,1,Unit,650,15,679,Ambient,FALSE,FALSE,2/1/2023,Active
54,DET-0054,Harpic Detergent Order 3kg Bag,বাংলা পণ্য - 54,4,11,8.14208E+12,3kg Bag,1,Unit,566,15,217,Ambient,FALSE,FALSE,10/28/2021,Active
55,DET-0055,Radhuni Detergent Nor 3kg Bag,বাংলা পণ্য - 55,16,11,1.4366E+12,3kg Bag,1,Unit,1169,15,552,Ambient,FALSE,FALSE,9/30/2021,Active
56,TEA-0056,Maggi Tea/Coffee Since Jar,বাংলা পণ্য - 56,2,13,1.05417E+12,Jar,1,Unit,919,15,348,Ambient,FALSE,FALSE,1/22/2020,Active
57,LEN-0057,Parachute Lentils Be 1kg Pack,বাংলা পণ্য - 57,15,4,7.51801E+12,1kg Pack,1,Unit,216,15,615,Ambient,FALSE,FALSE,3/17/2021,Active
58,TEA-0058,BGB Tea Coffee Hold Jar,বাংলা পণ্য - 58,21,13,5.76187E+12,Jar,1,Unit,1090,15,361,Ambient,FALSE,TRUE,7/22/2020,Active
59,DET-0059,Rin Detergent Rise 3kg Bag,বাংলা পণ্য - 59,18,11,1.92283E+12,3kg Bag,1,Unit,1196,15,657,Ambient,FALSE,FALSE,9/13/2022,Active
60,SOA-0060,Ispahani Soap Person Bundle Pack,বাংলা পণ্য - 60,5,10,2.15273E+12,Bundle Pack,1,Unit,267,15,248,Ambient,FALSE,FALSE,10/18/2021,Active
61,SKI-0061,Maggi Skin Care Them Jar,বাংলা পণ্য - 61,14,9,7.40891E+12,Jar,1,Unit,908,15,380,Ambient,FALSE,FALSE,6/9/2023,Active
62,RIC-0062,Knorr Rice Few 25kg Bag,বাংলা পণ্য - 62,18,2,7.6988E+12,25kg Bag,1,Unit,1847,15,516,Ambient,FALSE,FALSE,4/4/2020,Active
63,OIL-0063,Harpic Oil Night 5L Jar,বাংলা পণ্য - 63,15,1,3.61088E+12,5L Jar,1,Unit,1143,15,281,Ambient,TRUE,FALSE,8/13/2023,Active
64,CLE-0064,Rupchanda Cleaning International Combo,বাংলা পণ্য - 64,9,12,2.0637E+12,Combo,1,Unit,455,15,620,Ambient,FALSE,FALSE,6/13/2020,Active
65,BAB-0065,Wheel Baby Food Friend Tin,বাংলা পণ্য - 65,19,6,1.67617E+12,Tin,1,Unit,2238,15,165,Ambient,FALSE,FALSE,8/28/2023,Active
66,TEA-0066,Bashundhara Tea/Coffee Industry Jar,বাংলা পণ্য - 66,18,13,3.60254E+12,Jar,1,Unit,948,15,565,Ambient,FALSE,FALSE,8/19/2022,Active
67,SPI-0067,Teer Spices Choose 500g Jar,বাংলা পণ্য - 67,18,3,2.54508E+12,500g Jar,1,Unit,484,15,136,Ambient,FALSE,FALSE,11/13/2021,Active
68,CLE-0068,BGB Sweets Cleaning Operation Combo,বাংলা পণ্য - 68,21,12,7.38718E+12,Combo,1,Unit,738,15,396,Ambient,FALSE,TRUE,11/9/2021,Active
69,BAB-0069,ACI Baby Food Improve Tin,বাংলা পণ্য - 69,16,6,5.84844E+12,Tin,1,Unit,1448,15,207,Ambient,FALSE,FALSE,4/6/2020,Active
70,BAB-0070,Dano Baby Food Down Tin,বাংলা পণ্য - 70,8,6,5.60897E+12,Tin,1,Unit,1722,15,612,Ambient,FALSE,FALSE,8/2/2021,Active
71,TEA-0071,Dano Tea/Coffee Price Jar,বাংলা পণ্য - 71,19,13,0447905830477,Jar,1,Unit,491,15,202,Ambient,FALSE,FALSE,1/23/2020,Active
72,OIL-0072,Wheel Oil Card 5L Jar,বাংলা পণ্য - 72,12,1,7.89028E+12,5L Jar,1,Unit,999,15,188,Ambient,TRUE,FALSE,12/1/2022,Active
73,SKI-0073,Harpic Skin Care Yet Jar,বাংলা পণ্য - 73,1,9,0501985754730,Jar,1,Unit,1504,15,352,Ambient,FALSE,FALSE,11/3/2023,Active
74,CLE-0074,Lifebuoy Cleaning Occur Combo,বাংলা পণ্য - 74,4,12,8.08427E+12,Combo,1,Unit,534,15,476,Ambient,FALSE,FALSE,2/17/2022,Active
75,RIC-0075,Nescafe Rice Gas 25kg Bag,বাংলা পণ্য - 75,1,2,0725532052852,25kg Bag,1,Unit,3539,15,652,Ambient,FALSE,FALSE,4/23/2020,Active
76,WIP-0076,Nescafe Wipes Front Pack,বাংলা পণ্য - 76,14,7,5.01352E+12,Pack,1,Unit,315,15,631,Ambient,FALSE,FALSE,3/3/2022,Active
77,DIA-0077,Rupchanda Diapers Matter Jumbo Pack,বাংলা পণ্য - 77,13,5,5.05139E+12,Jumbo Pack,1,Unit,2713,15,494,Ambient,FALSE,FALSE,7/11/2021,Active
78,BAB-0078,Rupchanda Baby Food Smile Tin,বাংলা পণ্য - 78,13,6,1.41201E+12,Tin,1,Unit,2202,15,99,Ambient,FALSE,FALSE,5/29/2021,Active
79,TEA-0079,BGB Sweets Tea Coffee Later Jar,বাংলা পণ্য - 79,21,13,9.93328E+12,Jar,1,Unit,1068,15,327,Ambient,FALSE,TRUE,10/19/2023,Active
80,SKI-0080,Dano Skin Care Whose Jar,বাংলা পণ্য - 80,10,9,9.47388E+12,Jar,1,Unit,1354,15,514,Ambient,FALSE,FALSE,10/3/2020,Active
81,SPI-0081,BGB Spices Today 500g Jar,বাংলা পণ্য - 81,21,3,3.90606E+12,500g Jar,1,Unit,526,15,447,Ambient,FALSE,TRUE,8/19/2020,Active
82,SHA-0082,Wheel Shampoo Fish Bottle,বাংলা পণ্য - 82,7,8,1.37395E+12,Bottle,1,Unit,719,15,419,Ambient,FALSE,FALSE,5/31/2022,Active
83,WIP-0083,Radhuni Wipes Doctor Pack,বাংলা পণ্য - 83,1,7,6.69436E+12,Pack,1,Unit,282,15,467,Ambient,FALSE,FALSE,10/18/2022,Active
84,LEN-0084,Pran Lentils Follow 1kg Pack,বাংলা পণ্য - 84,5,4,5.94568E+12,1kg Pack,1,Unit,313,15,675,Ambient,FALSE,FALSE,6/18/2020,Active
85,LEN-0085,Dano Lentils Whom 1kg Pack,বাংলা পণ্য - 85,2,4,4.63188E+12,1kg Pack,1,Unit,311,15,125,Ambient,FALSE,FALSE,1/7/2021,Active
86,TEA-0086,Dano Tea/Coffee Report Jar,বাংলা পণ্য - 86,16,13,0230423338835,Jar,1,Unit,659,15,707,Ambient,FALSE,FALSE,6/10/2020,Active
87,OIL-0087,ACI Oil Recently 5L Jar,বাংলা পণ্য - 87,4,1,9.60251E+12,5L Jar,1,Unit,1265,15,486,Ambient,TRUE,FALSE,2/7/2020,Active
88,SOA-0088,Rupchanda Soap Star Bundle Pack,বাংলা পণ্য - 88,17,10,4.38667E+12,Bundle Pack,1,Unit,470,15,577,Ambient,FALSE,FALSE,8/26/2021,Active
89,JUI-0089,Bombay Sweets Juices And 1L Carton,বাংলা পণ্য - 89,2,14,2.7579E+12,1L Carton,1,Unit,150,15,376,Ambient,TRUE,FALSE,7/8/2021,Active
90,OIL-0090,Bashundhara Oil Describe 5L Jar,বাংলা পণ্য - 90,19,1,7.38088E+12,5L Jar,1,Unit,1118,15,420,Ambient,TRUE,FALSE,2/15/2020,Active
91,LEN-0091,Marks Lentils Better 1kg Pack,বাংলা পণ্য - 91,17,4,9.98248E+12,1kg Pack,1,Unit,242,15,723,Ambient,FALSE,FALSE,12/11/2022,Active
92,OIL-0092,Rupchanda Oil Win 5L Jar,বাংলা পণ্য - 92,7,1,6.21099E+12,5L Jar,1,Unit,1054,15,703,Ambient,TRUE,FALSE,2/24/2022,Active
93,JUI-0093,Maggi Juices Range 1L Carton,বাংলা পণ্য - 93,13,14,1.6896E+12,1L Carton,1,Unit,288,15,341,Ambient,TRUE,FALSE,9/21/2023,Active
94,CLE-0094,ACI Cleaning What Combo,বাংলা পণ্য - 94,7,12,2.79043E+12,Combo,1,Unit,264,15,706,Ambient,FALSE,FALSE,2/21/2022,Active
95,CLE-0095,Fresh Cleaning Woman Combo,বাংলা পণ্য - 95,11,12,0681792241996,Combo,1,Unit,733,15,408,Ambient,FALSE,FALSE,5/6/2023,Active
96,WIP-0096,Bombay Sweets Wipes Loss Pack,বাংলা পণ্য - 96,9,7,9.70311E+12,Pack,1,Unit,278,15,487,Ambient,FALSE,FALSE,1/31/2023,Active
97,LEN-0097,Savlon Lentils Above 1kg Pack,বাংলা পণ্য - 97,8,4,9.85449E+12,1kg Pack,1,Unit,182,15,239,Ambient,FALSE,FALSE,1/18/2021,Active
98,LEN-0098,Marks Lentils Data 1kg Pack,বাংলা পণ্য - 98,5,4,4.65867E+12,1kg Pack,1,Unit,330,15,389,Ambient,FALSE,FALSE,4/19/2020,Active
99,SPI-0099,Rupchanda Spices Religious 500g Jar,বাংলা পণ্য - 99,11,3,8.06664E+12,500g Jar,1,Unit,296,15,282,Ambient,FALSE,FALSE,12/11/2020,Active
100,JUI-0100,Bashundhara Juices Push 1L Carton,বাংলা পণ্য - 100,7,14,0878037825374,1L Carton,1,Unit,192,15,402,Ambient,TRUE,FALSE,6/15/2020,Active
101,TEA-0101,Marks Tea/Coffee Card Jar,বাংলা পণ্য - 101,1,13,6.88704E+12,Jar,1,Unit,789,15,399,Ambient,FALSE,FALSE,12/30/2020,Active
102,CLE-0102,Harpic Cleaning Program Combo,বাংলা পণ্য - 102,1,12,7.31422E+12,Combo,1,Unit,666,15,663,Ambient,FALSE,FALSE,7/12/2022,Active
103,TEA-0103,Parachute Tea/Coffee Play Jar,বাংলা পণ্য - 103,16,13,4.43318E+12,Jar,1,Unit,1042,15,470,Ambient,FALSE,FALSE,10/5/2022,Active
104,SPI-0104,Teer Spices Treat 500g Jar,বাংলা পণ্য - 104,11,3,9.76621E+12,500g Jar,1,Unit,510,15,612,Ambient,FALSE,FALSE,1/15/2023,Active
105,OIL-0105,Savlon Oil Whole 5L Jar,বাংলা পণ্য - 105,3,1,6.40158E+12,5L Jar,1,Unit,1238,15,364,Ambient,TRUE,FALSE,7/20/2022,Active
106,SKI-0106,Wheel Skin Care Possible Jar,বাংলা পণ্য - 106,11,9,7.85653E+12,Jar,1,Unit,926,15,542,Ambient,FALSE,FALSE,5/23/2022,Active
107,SOA-0107,Pran Soap Story Bundle Pack,বাংলা পণ্য - 107,4,10,6.67293E+12,Bundle Pack,1,Unit,306,15,489,Ambient,FALSE,FALSE,1/21/2023,Active
108,BAB-0108,Rupchanda Baby Food Kitchen Tin,বাংলা পণ্য - 108,10,6,7.9406E+12,Tin,1,Unit,1197,15,724,Ambient,FALSE,FALSE,9/11/2020,Active
109,RIC-0109,Radhuni Rice Left 25kg Bag,বাংলা পণ্য - 109,7,2,3.86883E+12,25kg Bag,1,Unit,3834,15,394,Ambient,FALSE,FALSE,3/26/2022,Active
110,BAB-0110,Nescafe Baby Food In Tin,বাংলা পণ্য - 110,18,6,2.25469E+12,Tin,1,Unit,1828,15,610,Ambient,FALSE,FALSE,4/3/2020,Active
111,DET-0111,Lifebuoy Detergent Dream 3kg Bag,বাংলা পণ্য - 111,6,11,5.65748E+12,3kg Bag,1,Unit,878,15,624,Ambient,FALSE,FALSE,1/1/2023,Active
112,TEA-0112,Ispahani Tea/Coffee Focus Jar,বাংলা পণ্য - 112,4,13,9.26274E+12,Jar,1,Unit,1141,15,316,Ambient,FALSE,FALSE,8/18/2020,Active
113,TEA-0113,Knorr Tea/Coffee Term Jar,বাংলা পণ্য - 113,14,13,6.6461E+12,Jar,1,Unit,1037,15,605,Ambient,FALSE,FALSE,11/10/2023,Active
114,RIC-0114,Rin Rice Tough 25kg Bag,বাংলা পণ্য - 114,6,2,1.00917E+12,25kg Bag,1,Unit,2558,15,219,Ambient,FALSE,FALSE,4/28/2021,Active
115,SOA-0115,Nescafe Soap Worry Bundle Pack,বাংলা পণ্য - 115,9,10,3.00178E+12,Bundle Pack,1,Unit,253,15,124,Ambient,FALSE,FALSE,6/3/2023,Active
116,JUI-0116,Knorr Juices Term 1L Carton,বাংলা পণ্য - 116,1,14,0522589873078,1L Carton,1,Unit,373,15,153,Ambient,TRUE,FALSE,4/16/2023,Active
117,SKI-0117,Bashundhara Skin Care Decide Jar,বাংলা পণ্য - 117,3,9,2.16657E+12,Jar,1,Unit,1068,15,342,Ambient,FALSE,FALSE,11/20/2022,Active
118,BAB-0118,Radhuni Baby Food Region Tin,বাংলা পণ্য - 118,11,6,6.11713E+12,Tin,1,Unit,1566,15,104,Ambient,FALSE,FALSE,9/24/2021,Active
119,DET-0119,Pran Detergent Expect 3kg Bag,বাংলা পণ্য - 119,17,11,2.27643E+12,3kg Bag,1,Unit,734,15,269,Ambient,FALSE,FALSE,11/26/2023,Active
120,CLE-0120,Bombay Sweets Cleaning Lawyer Combo,বাংলা পণ্য - 120,19,12,5.05348E+12,Combo,1,Unit,375,15,243,Ambient,FALSE,FALSE,8/31/2020,Active
121,DET-0121,Savlon Detergent Movie 3kg Bag,বাংলা পণ্য - 121,5,11,5.95389E+12,3kg Bag,1,Unit,621,15,654,Ambient,FALSE,FALSE,12/4/2023,Active
122,SPI-0122,Wheel Spices Free 500g Jar,বাংলা পণ্য - 122,3,3,9.20416E+12,500g Jar,1,Unit,285,15,167,Ambient,FALSE,FALSE,6/5/2023,Active
123,OIL-0123,Radhuni Oil Training 5L Jar,বাংলা পণ্য - 123,3,1,1.64303E+12,5L Jar,1,Unit,1119,15,706,Ambient,TRUE,FALSE,9/26/2022,Active
124,SKI-0124,Bombay Sweets Skin Care Stage Jar,বাংলা পণ্য - 124,14,9,4.33295E+12,Jar,1,Unit,1051,15,447,Ambient,FALSE,FALSE,9/26/2023,Active
125,OIL-0125,Ispahani Oil Second 5L Jar,বাংলা পণ্য - 125,7,1,0477246497282,5L Jar,1,Unit,1105,15,585,Ambient,TRUE,FALSE,11/23/2020,Active
126,BAB-0126,Rin Baby Food Recently Tin,বাংলা পণ্য - 126,5,6,4.19067E+12,Tin,1,Unit,1346,15,495,Ambient,FALSE,FALSE,5/18/2022,Active
127,LEN-0127,Maggi Lentils Film 1kg Pack,বাংলা পণ্য - 127,19,4,4.2983E+12,1kg Pack,1,Unit,186,15,446,Ambient,FALSE,FALSE,7/7/2020,Active
128,SPI-0128,BGB Spices Career 500g Jar,বাংলা পণ্য - 128,21,3,8.26586E+12,500g Jar,1,Unit,556,15,315,Ambient,FALSE,TRUE,7/8/2022,Active
129,LEN-0129,Savlon Lentils Away 1kg Pack,বাংলা পণ্য - 129,5,4,0557999158439,1kg Pack,1,Unit,374,15,483,Ambient,FALSE,FALSE,2/14/2021,Active
130,BAB-0130,Radhuni Baby Food Resource Tin,বাংলা পণ্য - 130,16,6,5.65123E+12,Tin,1,Unit,1467,15,237,Ambient,FALSE,FALSE,12/10/2022,Active
131,TEA-0131,Fresh Tea/Coffee Agreement Jar,বাংলা পণ্য - 131,1,13,8.06314E+12,Jar,1,Unit,512,15,182,Ambient,FALSE,FALSE,12/20/2023,Active
132,BAB-0132,Rin Baby Food Listen Tin,বাংলা পণ্য - 132,20,6,8.45907E+12,Tin,1,Unit,1115,15,697,Ambient,FALSE,FALSE,9/16/2022,Active
133,SOA-0133,ACI Soap Blood Bundle Pack,বাংলা পণ্য - 133,1,10,1.26422E+12,Bundle Pack,1,Unit,239,15,498,Ambient,FALSE,FALSE,5/10/2022,Active
134,BAB-0134,Maggi Baby Food Mouth Tin,বাংলা পণ্য - 134,2,6,9.37707E+12,Tin,1,Unit,1939,15,684,Ambient,FALSE,FALSE,7/30/2021,Active
135,WIP-0135,Bombay Sweets Wipes Your Pack,বাংলা পণ্য - 135,13,7,0626327624325,Pack,1,Unit,437,15,94,Ambient,FALSE,FALSE,10/25/2021,Active
136,SOA-0136,Rin Soap Good Bundle Pack,বাংলা পণ্য - 136,18,10,7.20798E+12,Bundle Pack,1,Unit,331,15,172,Ambient,FALSE,FALSE,8/23/2022,Active
137,SPI-0137,Wheel Spices Strong 500g Jar,বাংলা পণ্য - 137,3,3,3.79878E+12,500g Jar,1,Unit,578,15,501,Ambient,FALSE,FALSE,11/6/2021,Active
138,WIP-0138,Rupchanda Wipes Thing Pack,বাংলা পণ্য - 138,20,7,3.69185E+12,Pack,1,Unit,424,15,169,Ambient,FALSE,FALSE,11/12/2022,Active
139,TEA-0139,Bombay Sweets Tea/Coffee Door Jar,বাংলা পণ্য - 139,10,13,8.57928E+12,Jar,1,Unit,467,15,327,Ambient,FALSE,FALSE,10/13/2021,Active
140,SPI-0140,Pran Spices Suggest 500g Jar,বাংলা পণ্য - 140,6,3,5.15995E+12,500g Jar,1,Unit,510,15,675,Ambient,FALSE,FALSE,6/2/2020,Active
141,CLE-0141,Harpic Cleaning Herself Combo,বাংলা পণ্য - 141,11,12,5.33318E+12,Combo,1,Unit,713,15,407,Ambient,FALSE,FALSE,5/26/2021,Active
142,SHA-0142,Bashundhara Shampoo Watch Bottle,বাংলা পণ্য - 142,10,8,6.19618E+12,Bottle,1,Unit,923,15,431,Ambient,FALSE,FALSE,5/30/2023,Active
143,OIL-0143,Savlon Oil Again 5L Jar,বাংলা পণ্য - 143,19,1,0278649958703,5L Jar,1,Unit,1018,15,108,Ambient,TRUE,FALSE,4/8/2023,Active
144,CLE-0144,Nescafe Cleaning Accept Combo,বাংলা পণ্য - 144,8,12,5.12538E+12,Combo,1,Unit,445,15,556,Ambient,FALSE,FALSE,5/29/2021,Active
145,WIP-0145,Maggi Wipes We Pack,বাংলা পণ্য - 145,20,7,3.76933E+12,Pack,1,Unit,271,15,343,Ambient,FALSE,FALSE,11/15/2022,Active
