price_change_id,product_sk_id,valid_from,valid_to,old_price_bdt,new_price_bdt,change_reason
155,78,2020-01-01,2021-12-31,0.0,1872.0,2020 Launch Price
156,78,2022-01-01,2023-12-31,1872.0,2202.0,Global Inflation Adjustment
157,79,2020-01-01,2021-12-31,0.0,908.0,2020 Launch Price
158,79,2022-01-01,2023-12-31,908.0,1068.0,Global Inflation Adjustment
159,80,2020-01-01,2021-12-31,0.0,1151.0,2020 Launch Price
160,80,2022-01-01,2023-12-31,1151.0,1354.0,Global Inflation Adjustment
161,81,2020-01-01,2021-12-31,0.0,447.0,2020 Launch Price
162,81,2022-01-01,2023-12-31,447.0,526.0,Global Inflation Adjustment
163,82,2020-01-01,2021-12-31,0.0,611.0,2020 Launch Price
164,82,2022-01-01,2023-12-31,611.0,719.0,Global Inflation Adjustment
165,83,2020-01-01,2021-12-31,0.0,240.0,2020 Launch Price
166,83,2022-01-01,2023-12-31,240.0,282.0,Global Inflation Adjustment
167,84,2020-01-01,2021-12-31,0.0,266.0,2020 Launch Price
168,84,2022-01-01,2023-12-31,266.0,313.0,Global Inflation Adjustment
169,85,2020-01-01,2021-12-31,0.0,264.0,2020 Launch Price
170,85,2022-01-01,2023-12-31,264.0,311.0,Global Inflation Adjustment
171,86,2020-01-01,2021-12-31,0.0,560.0,2020 Launch Price
172,86,2022-01-01,2023-12-31,560.0,659.0,Global Inflation Adjustment
173,87,2020-01-01,2021-12-31,0.0,1075.0,2020 Launch Price
174,87,2022-01-01,2023-12-31,1075.0,1265.0,Global Inflation Adjustment
175,88,2020-01-01,2021-12-31,0.0,400.0,2020 Launch Price
176,88,2022-01-01,2023-12-31,400.0,470.0,Global Inflation Adjustment
177,89,2020-01-01,2021-12-31,0.0,128.0,2020 Launch Price
178,89,2022-01-01,2023-12-31,128.0,150.0,Global Inflation Adjustment
179,90,2020-01-01,2021-12-31,0.0,950.0,2020 Launch Price
180,90,2022-01-01,2023-12-31,950.0,1118.0,Global Inflation Adjustment
181,91,2020-01-01,2021-12-31,0.0,206.0,2020 Launch Price
182,91,2022-01-01,2023-12-31,206.0,242.0,Global Inflation Adjustment
183,92,2020-01-01,2021-12-31,0.0,896.0,2020 Launch Price
184,92,2022-01-01,2023-12-31,896.0,1054.0,Global Inflation Adjustment
185,93,2020-01-01,2021-12-31,0.0,245.0,2020 Launch Price
186,93,2022-01-01,2023-12-31,245.0,288.0,Global Inflation Adjustment
187,94,2020-01-01,2021-12-31,0.0,224.0,2020 Launch Price
188,94,2022-01-01,2023-12-31,224.0,264.0,Global Inflation Adjustment
189,95,2020-01-01,2021-12-31,0.0,623.0,2020 Launch Price
190,95,2022-01-01,2023-12-31,623.0,733.0,Global Inflation Adjustment
191,96,2020-01-01,2021-12-31,0.0,236.0,2020 Launch Price
192,96,2022-01-01,2023-12-31,236.0,278.0,Global Inflation Adjustment
193,97,2020-01-01,2021-12-31,0.0,155.0,2020 Launch Price
194,97,2022-01-01,2023-12-31,155.0,182.0,Global Inflation Adjustment
195,98,2020-01-01,2021-12-31,0.0,280.0,2020 Launch Price
196,98,2022-01-01,2023-12-31,280.0,330.0,Global Inflation Adjustment
197,99,2020-01-01,2021-12-31,0.0,252.0,2020 Launch Price
198,99,2022-01-01,2023-12-31,252.0,296.0,Global Inflation Adjustment
199,100,2020-01-01,2021-12-31,0.0,163.0,2020 Launch Price
200,100,2022-01-01,2023-12-31,163.0,192.0,Global Inflation Adjustment
201,101,2020-01-01,2021-12-31,0.0,671.0,2020 Launch Price
202,101,2022-01-01,2023-12-31,671.0,789.0,Global Inflation Adjustment
203,102,2020-01-01,2021-12-31,0.0,566.0,2020 Launch Price
204,102,2022-01-01,2023-12-31,566.0,666.0,Global Inflation Adjustment
205,103,2020-01-01,2021-12-31,0.0,886.0,2020 Launch Price
206,103,2022-01-01,2023-12-31,886.0,1042.0,Global Inflation Adjustment
207,104,2020-01-01,2021-12-31,0.0,434.0,2020 Launch Price
208,104,2022-01-01,2023-12-31,434.0,510.0,Global Inflation Adjustment
209,105,2020-01-01,2021-12-31,0.0,1052.0,2020 Launch Price
210,105,2022-01-01,2023-12-31,1052.0,1238.0,Global Inflation Adjustment
211,106,2020-01-01,2021-12-31,0.0,787.0,2020 Launch Price
212,106,2022-01-01,2023-12-31,787.0,926.0,Global Inflation Adjustment
213,107,2020-01-01,2021-12-31,0.0,260.0,2020 Launch Price
214,107,2022-01-01,2023-12-31,260.0,306.0,Global Inflation Adjustment
215,108,2020-01-01,2021-12-31,0.0,1017.0,2020 Launch Price
216,108,2022-01-01,2023-12-31,1017.0,1197.0,Global Inflation Adjustment
217,109,2020-01-01,2021-12-31,0.0,3259.0,2020 Launch Price
218,109,2022-01-01,2023-12-31,3259.0,3834.0,Global Inflation Adjustment
219,110,2020-01-01,2021-12-31,0.0,1554.0,2020 Launch Price
220,110,2022-01-01,2023-12-31,1554.0,1828.0,Global Inflation Adjustment
221,111,2020-01-01,2021-12-31,0.0,746.0,2020 Launch Price
222,111,2022-01-01,2023-12-31,746.0,878.0,Global Inflation Adjustment
223,112,2020-01-01,2021-12-31,0.0,970.0,2020 Launch Price
224,112,2022-01-01,2023-12-31,970.0,1141.0,Global Inflation Adjustment
225,113,2020-01-01,2021-12-31,0.0,881.0,2020 Launch Price
226,113,2022-01-01,2023-12-31,881.0,1037.0,Global Inflation Adjustment
227,114,2020-01-01,2021-12-31,0.0,2174.0,2020 Launch Price
228,114,2022-01-01,2023-12-31,2174.0,2558.0,Global Inflation Adjustment
229,115,2020-01-01,2021-12-31,0.0,215.0,2020 Launch Price
230,115,2022-01-01,2023-12-31,215.0,253.0,Global Inflation Adjustment
231,116,2020-01-01,2021-12-31,0.0,317.0,2020 Launch Price
232,116,2022-01-01,2023-12-31,317.0,373.0,Global Inflation Adjustment
233,117,2020-01-01,2021-12-31,0.0,908.0,2020 Launch Price
234,117,2022-01-01,2023-12-31,908.0,1068.0,Global Inflation Adjustment
235,118,2020-01-01,2021-12-31,0.0,1331.0,2020 Launch Price
236,118,2022-01-01,2023-12-31,1331.0,1566.0,Global Inflation Adjustment
237,119,2020-01-01,2021-12-31,0.0,624.0,2020 Launch Price
238,119,2022-01-01,2023-12-31,624.0,734.0,Global Inflation Adjustment
239,120,2020-01-01,2021-12-31,0.0,319.0,2020 Launch Price
240,120,2022-01-01,2023-12-31,319.0,375.0,Global Inflation Adjustment
241,121,2020-01-01,2021-12-31,0.0,528.0,2020 Launch Price
242,121,2022-01-01,2023-12-31,528.0,621.0,Global Inflation Adjustment
243,122,2020-01-01,2021-12-31,0.0,242.0,2020 Launch Price
244,122,2022-01-01,2023-12-31,242.0,285.0,Global Inflation Adjustment
245,123,2020-01-01,2021-12-31,0.0,951.0,2020 Launch Price
246,123,2022-01-01,2023-12-31,951.0,1119.0,Global Inflation Adjustment
247,124,2020-01-01,2021-12-31,0.0,893.0,2020 Launch Price
248,124,2022-01-01,2023-12-31,893.0,1051.0,Global Inflation Adjustment
249,125,2020-01-01,2021-12-31,0.0,939.0,2020 Launch Price
250,125,2022-01-01,2023-12-31,939.0,1105.0,Global Inflation Adjustment
251,126,2020-01-01,2021-12-31,0.0,1144.0,2020 Launch Price
252,126,2022-01-01,2023-12-31,1144.0,1346.0,Global Inflation Adjustment
253,127,2020-01-01,2021-12-31,0.0,158.0,2020 Launch Price
254,127,2022-01-01,2023-12-31,158.0,186.0,Global Inflation Adjustment
255,128,2020-01-01,2021-12-31,0.0,473.0,2020 Launch Price
256,128,2022-01-01,2023-12-31,473.0,556.0,Global Inflation Adjustment
257,129,2020-01-01,2021-12-31,0.0,318.0,2020 Launch Price
258,129,2022-01-01,2023-12-31,318.0,374.0,Global Inflation Adjustment
259,130,2020-01-01,2021-12-31,0.0,1247.0,2020 Launch Price
260,130,2022-01-01,2023-12-31,1247.0,1467.0,Global Inflation Adjustment
261,131,2020-01-01,2021-12-31,0.0,435.0,2020 Launch Price
262,131,2022-01-01,2023-12-31,435.0,512.0,Global Inflation Adjustment
263,132,2020-01-01,2021-12-31,0.0,948.0,2020 Launch Price
264,132,2022-01-01,2023-12-31,948.0,1115.0,Global Inflation Adjustment
265,133,2020-01-01,2021-12-31,0.0,203.0,2020 Launch Price
266,133,2022-01-01,2023-12-31,203.0,239.0,Global Inflation Adjustment
267,134,2020-01-01,2021-12-31,0.0,1648.0,2020 Launch Price
268,134,2022-01-01,2023-12-31,1648.0,1939.0,Global Inflation Adjustment
269,135,2020-01-01,2021-12-31,0.0,371.0,2020 Launch Price
270,135,2022-01-01,2023-12-31,371.0,437.0,Global Inflation Adjustment
271,136,2020-01-01,2021-12-31,0.0,281.0,2020 Launch Price
272,136,2022-01-01,2023-12-31,281.0,331.0,Global Inflation Adjustment
273,137,2020-01-01,2021-12-31,0.0,491.0,2020 Launch Price
274,137,2022-01-01,2023-12-31,491.0,578.0,Global Inflation Adjustment
275,138,2020-01-01,2021-12-31,0.0,360.0,2020 Launch Price
276,138,2022-01-01,2023-12-31,360.0,424.0,Global Inflation Adjustment
277,139,2020-01-01,2021-12-31,0.0,397.0,2020 Launch Price
278,139,2022-01-01,2023-12-31,397.0,467.0,Global Inflation Adjustment
279,140,2020-01-01,2021-12-31,0.0,434.0,2020 Launch Price
280,140,2022-01-01,2023-12-31,434.0,510.0,Global Inflation Adjustment
281,141,2020-01-01,2021-12-31,0.0,606.0,2020 Launch Price
282,141,2022-01-01,2023-12-31,606.0,713.0,Global Inflation Adjustment
283,142,2020-01-01,2021-12-31,0.0,785.0,2020 Launch Price
284,142,2022-01-01,2023-12-31,785.0,923.0,Global Inflation Adjustment
285,143,2020-01-01,2021-12-31,0.0,865.0,2020 Launch Price
286,143,2022-01-01,2023-12-31,865.0,1018.0,Global Inflation Adjustment
287,144,2020-01-01,2021-12-31,0.0,378.0,2020 Launch Price
288,144,2022-01-01,2023-12-31,378.0,445.0,Global Inflation Adjustment
289,145,2020-01-01,2021-12-31,0.0,230.0,2020 Launch Price
290,145,2022-01-01,2023-12-31,230.0,271.0,Global Inflation Adjustment
291,146,2020-01-01,2021-12-31,0.0,303.0,2020 Launch Price
292,146,2022-01-01,2023-12-31,303.0,357.0,Global Inflation Adjustment
293,147,2020-01-01,2021-12-31,0.0,238.0,2020 Launch Price
294,147,2022-01-01,2023-12-31,238.0,280.0,Global Inflation Adjustment
295,148,2020-01-01,2021-12-31,0.0,701.0,2020 Launch Price
296,148,2022-01-01,2023-12-31,701.0,825.0,Global Inflation Adjustment
297,149,2020-01-01,2021-12-31,0.0,903.0,2020 Launch Price
298,149,2022-01-01,2023-12-31,903.0,1062.0,Global Inflation Adjustment
299,150,2020-01-01,2021-12-31,0.0,1562.0,2020 Launch Price
300,150,2022-01-01,2023-12-31,1562.0,1838.0,Global Inflation Adjustment
301,151,2020-01-01,2021-12-31,0.0,263.0,2020 Launch Price
302,151,2022-01-01,2023-12-31,263.0,309.0,Global Inflation Adjustment
303,152,2020-01-01,2021-12-31,0.0,939.0,2020 Launch Price
304,152,2022-01-01,2023-12-31,939.0,1105.0,Global Inflation Adjustment
305,153,2020-01-01,2021-12-31,0.0,212.0,2020 Launch Price
306,153,2022-01-01,2023-12-31,212.0,250.0,Global Inflation Adjustment
307,154,2020-01-01,2021-12-31,0.0,117.0,2020 Launch Price
308,154,2022-01-01,2023-12-31,117.0,138.0,Global Inflation Adjustment
309,155,2020-01-01,2021-12-31,0.0,411.0,2020 Launch Price
310,155,2022-01-01,2023-12-31,411.0,483.0,Global Inflation Adjustment
311,156,2020-01-01,2021-12-31,0.0,734.0,2020 Launch Price
312,156,2022-01-01,2023-12-31,734.0,864.0,Global Inflation Adjustment
313,157,2020-01-01,2021-12-31,0.0,1493.0,2020 Launch Price
314,157,2022-01-01,2023-12-31,1493.0,1757.0,Global Inflation Adjustment
315,158,2020-01-01,2021-12-31,0.0,3092.0,2020 Launch Price
316,158,2022-01-01,2023-12-31,3092.0,3638.0,Global Inflation Adjustment
317,159,2020-01-01,2021-12-31,0.0,521.0,2020 Launch Price
318,159,2022-01-01,2023-12-31,521.0,613.0,Global Inflation Adjustment
319,160,2020-01-01,2021-12-31,0.0,496.0,2020 Launch Price
320,160,2022-01-01,2023-12-31,496.0,583.0,Global Inflation Adjustment
321,161,2020-01-01,2021-12-31,0.0,1694.0,2020 Launch Price
322,161,2022-01-01,2023-12-31,1694.0,1993.0,Global Inflation Adjustment
323,162,2020-01-01,2021-12-31,0.0,377.0,2020 Launch Price
324,162,2022-01-01,2023-12-31,377.0,443.0,Global Inflation Adjustment
325,163,2020-01-01,2021-12-31,0.0,1486.0,2020 Launch Price
326,163,2022-01-01,2023-12-31,1486.0,1748.0,Global Inflation Adjustment
327,164,2020-01-01,2021-12-31,0.0,267.0,2020 Launch Price
328,164,2022-01-01,2023-12-31,267.0,314.0,Global Inflation Adjustment
329,165,2020-01-01,2021-12-31,0.0,573.0,2020 Launch Price
330,165,2022-01-01,2023-12-31,573.0,674.0,Global Inflation Adjustment
331,166,2020-01-01,2021-12-31,0.0,273.0,2020 Launch Price
332,166,2022-01-01,2023-12-31,273.0,321.0,Global Inflation Adjustment
333,167,2020-01-01,2021-12-31,0.0,185.0,2020 Launch Price
334,167,2022-01-01,2023-12-31,185.0,218.0,Global Inflation Adjustment
335,168,2020-01-01,2021-12-31,0.0,2361.0,2020 Launch Price
336,168,2022-01-01,2023-12-31,2361.0,2778.0,Global Inflation Adjustment
337,169,2020-01-01,2021-12-31,0.0,371.0,2020 Launch Price
338,169,2022-01-01,2023-12-31,371.0,437.0,Global Inflation Adjustment
339,170,2020-01-01,2021-12-31,0.0,1896.0,2020 Launch Price
340,170,2022-01-01,2023-12-31,1896.0,2231.0,Global Inflation Adjustment
341,171,2020-01-01,2021-12-31,0.0,2715.0,2020 Launch Price
342,171,2022-01-01,2023-12-31,2715.0,3194.0,Global Inflation Adjustment
343,172,2020-01-01,2021-12-31,0.0,815.0,2020 Launch Price
344,172,2022-01-01,2023-12-31,815.0,959.0,Global Inflation Adjustment
345,173,2020-01-01,2021-12-31,0.0,1629.0,2020 Launch Price
346,173,2022-01-01,2023-12-31,1629.0,1917.0,Global Inflation Adjustment
347,174,2020-01-01,2021-12-31,0.0,177.0,2020 Launch Price
348,174,2022-01-01,2023-12-31,177.0,208.0,Global Inflation Adjustment
349,175,2020-01-01,2021-12-31,0.0,298.0,2020 Launch Price
350,175,2022-01-01,2023-12-31,298.0,351.0,Global Inflation Adjustment
351,176,2020-01-01,2021-12-31,0.0,2570.0,2020 Launch Price
352,176,2022-01-01,2023-12-31,2570.0,3024.0,Global Inflation Adjustment
353,177,2020-01-01,2021-12-31,0.0,750.0,2020 Launch Price
354,177,2022-01-01,2023-12-31,750.0,882.0,Global Inflation Adjustment
355,178,2020-01-01,2021-12-31,0.0,678.0,2020 Launch Price
356,178,2022-01-01,2023-12-31,678.0,798.0,Global Inflation Adjustment
357,179,2020-01-01,2021-12-31,0.0,430.0,2020 Launch Price
358,179,2022-01-01,2023-12-31,430.0,506.0,Global Inflation Adjustment
359,180,2020-01-01,2021-12-31,0.0,871.0,2020 Launch Price
360,180,2022-01-01,2023-12-31,871.0,1025.0,Global Inflation Adjustment
361,181,2020-01-01,2021-12-31,0.0,284.0,2020 Launch Price
362,181,2022-01-01,2023-12-31,284.0,334.0,Global Inflation Adjustment
363,182,2020-01-01,2021-12-31,0.0,2295.0,2020 Launch Price
364,182,2022-01-01,2023-12-31,2295.0,2700.0,Global Inflation Adjustment
365,183,2020-01-01,2021-12-31,0.0,364.0,2020 Launch Price
366,183,2022-01-01,2023-12-31,364.0,428.0,Global Inflation Adjustment
367,184,2020-01-01,2021-12-31,0.0,1096.0,2020 Launch Price
368,184,2022-01-01,2023-12-31,1096.0,1290.0,Global Inflation Adjustment
369,185,2020-01-01,2021-12-31,0.0,944.0,2020 Launch Price
370,185,2022-01-01,2023-12-31,944.0,1111.0,Global Inflation Adjustment
371,186,2020-01-01,2021-12-31,0.0,437.0,2020 Launch Price
372,186,2022-01-01,2023-12-31,437.0,514.0,Global Inflation Adjustment
373,187,2020-01-01,2021-12-31,0.0,254.0,2020 Launch Price
374,187,2022-01-01,2023-12-31,254.0,299.0,Global Inflation Adjustment
375,188,2020-01-01,2021-12-31,0.0,575.0,2020 Launch Price
376,188,2022-01-01,2023-12-31,575.0,677.0,Global Inflation Adjustment
